Name,District Number,District Name,Class,Group,TD1: Degree,TD1: Major/Field,TD1: School,TD1: Year,TD2: Degree,TD2: Major/Field,TD2: School,TD2: Year,City,State,Job Title,Organization,Sector,Race,Gender,Birth Year,Age at Start,FOMC Combined,FOMC Pre-reorg,FOMC Pre Start Year,FOMC Pre End Year,FOMC Post-reorg,FOMC Post Start Year,FOMC Post End Year,Start Year (pos.),End Year (pos.),title,first,middle,last,suffix,nickname,middle_initial
AUBREY J BROWN,4,Cleveland,C,,,,,,,,,,Lexington,Kentucky,Professor of Agricultural Marketing & Head of Department of Agricultural Economics,University of Kentucky,Education,W,M,1877,81,,,,,,,,1958,1963,,AUBREY,J,BROWN,,,J
DENVER L MORGAN,5,Richmond,A,1.0,,,,,,,,,Charleston,West Virginia,Vice President & Cashier,Charleston National Bank,Banking,W,M,1906,52,,,,,,,,1958,1960,,DENVER,L,MORGAN,,,L
GERALD F LANGENOHL,7,Chicago,B,3.0,,,,,,,,,Milwaukee,Wisconsin,Treasurer & Assistant Secretary,Allis-Chalmers Manufacturing Company,Manufacturing,W,M,1901,57,,,,,,,,1958,1966,,GERALD,F,LANGENOHL,,,F
H LEE COOPER,8,St. Louis,A,2.0,,,,,,,,,Henderson,Kentucky,President,Ohio Valley National Bank of Henderson,Banking,W,M,1906,52,,,,,,,,1958,1966,,H,LEE,COOPER,,,L
JESSE D WOOTEN,8,St. Louis,C,,,,,,,,,,Memphis,Tennessee,Executive Vice President,Mid-South Chemical Corporation,Manufacturing,W,M,1898,60,,,,,,,,1958,1963,,JESSE,D,WOOTEN,,,D
JOHN A MOORHEAD,9,Minneapolis,A,1.0,Bachelor's,,Yale University,1904,,,,,Minneapolis,Minnesota,President,Northwestern National Bank of Minneapolis,Banking,W,M,1910,48,,,,,,,,1958,1961,,JOHN,A,MOORHEAD,,,A
JOHN H WARDEN,9,Minneapolis,C,,,,,,,,,,Houghton,Michigan,President,Upper Peninsula Power Company,Utilities,W,M,1888,70,,,,,,,,1958,1965,,JOHN,H,WARDEN,,,H
JH LONGWELL,8,St. Louis,C Dep. Chair,,Master's,Agriculture,University of Missouri,1920,,,,,Columbia,Missouri,Director of Division of Agricultural Sciences,University of Missouri,Education,W,M,1895,63,,,,,,,,1958,1964,,JH,,LONGWELL,,,
LESTER V CHANDLER,3,Philadelphia,C Dep. Chair,,Master's,Economics,Yale University,,,,,,Princeton,New Jersey,Professor of Economics,Princeton University,Education,W,M,1906,52,,,,,,,,1958,1959,,LESTER,V,CHANDLER,,,V
"HENDERSON SUPPLEE, JR",3,Philadelphia,C Chair,,Master's,,Princeton University,1926,,,,,Philadelphia,Pennsylvania,President,Atlantic Refining Company,"Energy, Mining, & Extraction",W,M,1904,54,,,,,,,,1958,1961,,HENDERSON,,SUPPLEE,JR,,
WILLIAM M LOCKWOOD,1,Boston,A,2.0,,,,,,,,,Burlington,Vermont,President,Howard National Bank and Trust Company of Burlington,Banking,W,M,1905,54,,,,,,,,1959,1964,,WILLIAM,M,LOCKWOOD,,,M
EUGENE B WHITTEMORE,1,Boston,B,2.0,Bachelor's,,Amherst College,1924,,,,,Portsmouth,New Hampshire,President & Treasurer,Morley Company,Real Estate & Construction,W,M,1902,57,,,,,,,,1959,1961,,EUGENE,B,WHITTEMORE,,,B
ERWIN DAIN CANHAM,1,Boston,C,,Bachelor's,,Bates College,1925,,,,,Boston,Massachusetts,Editor,Christian Science Monitor,Publishing,W,M,1904,55,,,,,,,,1959,1960,,ERWIN,DAIN,CANHAM,,,D
HENRY C ALEXANDER,2,New York,A,1.0,JD,Law,Yale University,1925,,,,,New York,New York,Chairman,J.P. Morgan & Co. Incorporated,Banking,W,M,1902,57,,,,,,,,1959,1961,,HENRY,C,ALEXANDER,,,C
PHILIP D REED,2,New York,B,1.0,JD,Law,University of Wisonsin,1924,,,,,New York,New York,Chairman & Finance Committee,General Electric Company,Manufacturing,W,M,1899,60,,,,,,,,1959,1959,,PHILIP,D,REED,,,D
JAMES DECAMP WISE,2,New York,C,,JD,,Columbia University,,,,,,New York,New York,Chairman of the Board,"Bigelow-Sanford Carpet Company, Inc.",Manufacturing,W,M,1899,60,,,,,,,,1959,1960,,JAMES,DECAMP,WISE,,,D
O ALBERT JOHNSON,3,Philadelphia,A,3.0,,,,,,,,,Eldred,Pennsylvania,President,First National Bank of Eldred,Banking,W,M,,,,,,,,,,1959,1961,,O,ALBERT,JOHNSON,,,A
FRANK R PALMER,3,Philadelphia,B,1.0,,,,,,,,,Reading,Pennsylvania,President,Carpenter Steel Company,Manufacturing,W,M,,,,,,,,,,1959,1964,,FRANK,R,PALMER,,,R
RAY H ADKINS,4,Cleveland,A,2.0,,,,,,,,,Dover,Ohio,President,National Bank of Dover,Banking,W,M,,,,,,,,,,1959,1961,,RAY,H,ADKINS,,,H
ALEXANDER SCOTT OFFUTT,5,Richmond,A,2.0,,,,,,,,,Washington,D.C.,President,Anacostia National Bank of Washington,Banking,W,M,1901,58,,,,,,,,1959,1961,,ALEXANDER,SCOTT,OFFUTT,,,S
MCGREGOR SMITH,6,Atlanta,B,1.0,Bachelor's,Civil Engineering,University of Tennessee,1921,,,,,Miami,Florida,Chairman of the Board,Florida Power and Light Company,Utilities,W,M,1899,60,,,,,,,,1959,1965,,MCGREGOR,,SMITH,,,
JOHN H CROCKER,7,Chicago,A,2.0,Bachelor's,,Northwestern University,,,,,,Decatur,Illinois,Chairman of the Board & President,Citizens National Bank of Decatur,Banking,W,M,1898,61,,,,,,,,1959,1967,,JOHN,H,CROCKER,,,H
"ARTHUR WERRE, JR",8,St. Louis,A,3.0,,,,,,,,,Steeleville,Illinois,Executive Vice President,First National Bank of Steeleville,Banking,W,M,1915,44,,,,,,,,1959,1964,,ARTHUR,,WERRE,JR,,
HB ZACHRY,11,Dallas,B,1.0,,Civil Engineering,Texas A&M,,,,,,San Antonio,Texas,President,H. B. Zachry Company,Real Estate & Construction,W,M,1902,57,,,,,,,,1959,1967,,HB,,ZACHRY,,,
JOSEPH ROSENBLATT,12,San Francisco,B,2.0,JD,Law,University of Utah,,,,,,Salt Lake City,Utah,President,Eimco Corporation,"Energy, Mining, & Extraction",W,M,1903,56,,,,,,,,1959,1975,,JOSEPH,,ROSENBLATT,,,
NILS YNGVE WESSELL,1,Boston,C,,PhD,Psychology,University of Rochester,1938,,,,,Medford,Massachusetts,President,Tufts University,Education,W,M,1914,45,,,,,,,,1959,1960,,NILS,YNGVE,WESSELL,,,Y
DEAN WALLACE COLVARD,5,Richmond,C Dep. Chair,,PhD,,Purdue University,,,,,,Raleigh,North Carolina,Dean of Agriculture,North Carolina State College of Agriculture and Engineering,Education,W,M,1913,46,,,,,,,,1959,1959,,DEAN,WALLACE,COLVARD,,,W
"ALONZO G DECKER, JR",5,Richmond,C Chair,,Bachelor's,Electrical Engineering,Cornell University,,,,,,Towson,Maryland,Vice President,Black and Decker Manufacturing Company,Manufacturing,W,M,1908,51,,,,,,,,1959,1962,,ALONZO,G,DECKER,JR,,G
EDWIN HYDE,5,Richmond,C,,,,,,,,,,Richmond,Virginia,President,"Miller & Rhoads, Inc.",Wholesale & Retail Trade,W,M,1905,54,,,,,,,,1959,1959,,EDWIN,,HYDE,,,
M MONROE KIMBREL,6,Atlanta,A,3.0,Bachelor's,Business,University of Georgia,1936,,,,,Thomson,Georgia,Executive Vice President,First National Bank of Thomson,Banking,W,M,1916,44,"President, FRB Atlanta",,,,"President, FRB Atlanta",1968,1980,1960,1964,,M,MONROE,KIMBREL,,,M
WILLIAM R ROBBINS,1,Boston,B,3.0,Bachelor's,,Ursinus University,,,,,,East Hartford,Connecticut,Vice President & Controller,United Aircraft Corporation,Engineering,W,M,1908,52,,,,,,,,1960,1966,,WILLIAM,R,ROBBINS,,,R
CESAR J BERTHEAU,2,New York,A,2.0,Bachelor's,,Univeristy of California,1919,,,,,Hackensack,New Jersey,Chairman of the Board,Peoples Trust Company of Bergen County,Banking,W,M,1897,63,,,,,,,,1960,1962,,CESAR,J,BERTHEAU,,,J
B EARL PUCKETT,2,New York,B,1.0,Bachelor's,Teaching,Southern Illinois State Normal University,,,,,,New York,New York,Chairman of the Board,Allied Stores Corporation,Wholesale & Retail Trade,W,M,1898,62,,,,,,,,1960,1964,,B,EARL,PUCKETT,,,E
KENNETH H HANNAN,2,New York,B,2.0,JD,Law,Yale University,1936,,,,,New York,New York,Executive Vice President,Union Carbide Corporation,Engineering,W,M,1911,49,,,,,,,,1960,1965,,KENNETH,H,HANNAN,,,H
FREDERIC A POTTS,3,Philadelphia,A,1.0,Bachelor's,Corporate Finance and Accounting,Yale University,,,,,,Philadelphia,Pennsylvania,President,Philadelphia National Bank,Banking,W,M,1904,56,,,,,,,,1960,1962,,FREDERIC,A,POTTS,,,A
DAVID C BEVAN,3,Philadelphia,C,,Master's,Business Administration,Harvard University,1931,,,,,Philadelphia,Pennsylvania,Vice President of Finance,Pennsylvania Railroad Company,Transportation,W,M,1907,53,,,,,,,,1960,1961,,DAVID,C,BEVAN,,,C
FRANCIS H BEAM,4,Cleveland,A,1.0,,,,,,,,,Cleveland,Ohio,Chairman of the Board,National City Bank of Cleveland,Banking,W,M,1900,60,,,,,,,,1960,1962,,FRANCIS,H,BEAM,,,H
"W CORDES SNYDER, JR",4,Cleveland,B,1.0,Bachelor's,,Lehigh University,,,,,,Pittsburgh,Pennsylvania,Chairman & President,Blaw-Knox Company,Manufacturing,W,M,1902,58,,,,,,,,1960,1962,,W,CORDES,SNYDER,JR,,C
HH COOLEY,5,Richmond,A,3.0,,,,,,,,,Round Hill,Virginia,President,Round Hill National Bank,Banking,W,M,,,,,,,,,,1960,1962,,HH,,COOLEY,,,
RAYMOND E SALVATI,5,Richmond,B,2.0,Bachelor's,,West Virginia University,1922,,,,,Huntington,West Virginia,President,Island Creek Coal Company,"Energy, Mining, & Extraction",W,M,1899,61,,,,,,,,1960,1965,,RAYMOND,E,SALVATI,,,E
WILLIAM H GRIER,5,Richmond,C,,Bachelor's,,Clemson College,1923,,,,,Towson,Maryland,President,Rock Hill Printing & Finishing Co.,Manufacturing,W,M,1901,59,,,,,,,,1960,1962,,WILLIAM,H,GRIER,,,H
JOHN M CHEATHAM,6,Atlanta,C,,Master's,,Georgia Institute of Technology,1933,,,,,Griffin,Georgia,President,Dundee Mills,Manufacturing,W,M,1914,46,,,,,,,,1960,1963,,JOHN,M,CHEATHAM,,,M
JAMES HAROLD HILTON,7,Chicago,C,,Bachelor's,Animal Husbandry,Iowa State University,1923,,,,,Ames,Iowa,President,Iowa State University of Science and Technology,Education,W,M,1899,61,,,,,,,,1960,1960,,JAMES,HAROLD,HILTON,,,H
ATHERTON BEAN,9,Minneapolis,C Dep. Chair,,Master's,Business Administration,Harvard University,1934,,,,,Minneapolis,Minnesota,President,International Milling Company,Agriculture & Food Processing,W,M,1910,50,,,,,,,,1960,1960,,ATHERTON,,BEAN,,,
BURTON L LOHMULLER,10,Kansas City,A,3.0,,,,,,,,,Centralia,Kansas,President,First National Bank of Centralia,Banking,W,M,1897,63,,,,,,,,1960,1968,,BURTON,L,LOHMULLER,,,L
ROBERT A OLSON,10,Kansas City,B,1.0,JD,Law,University of Iowa,1935,,,,,Kansas City,Missouri,President,Kansas City Power & Light Company,Utilities,W,M,1908,52,,,,,,,,1960,1967,,ROBERT,A,OLSON,,,A
"JB PERRY, JR",11,Dallas,B,3.0,,,,,,,,,Lufkin,Texas,President & General Manager,Perry Brothers,"Energy, Mining, & Extraction",W,M,1915,45,,,,,,,,1960,1968,,JB,,PERRY,JR,,
ROBERT O ANDERSON,11,Dallas,C,,Bachelor's,Economics,University of Chicago,1939,,,,,Roswell,New Mexico,President,Hondo Oil & Gas Company,"Energy, Mining, & Extraction",W,M,1917,43,,,,,,,,1960,1960,,ROBERT,O,ANDERSON,,,O
FREDERIC BENETT WHITMAN,12,San Francisco,C Chair,,Master's,Business Administration,Harvard University,1922,,,,1921,San Francisco,California,President,Western Pacific Railroad Company,Transportation,W,M,1898,62,,,,,,,,1960,1965,,FREDERIC,BENETT,WHITMAN,,,B
PHILIP D REED,2,New York,C Chair,,JD,Electrical Engineering,Fordham Law School,,,,,,New York,New York,Chairman & Finance Committee,General Electric Company,Manufacturing,W,M,1899,61,,,,,,,,1960,1964,,PHILIP,D,REED,,,D
"WALTER E HOADLEY, JR",3,Philadelphia,C Dep. Chair,,PhD,Economics,University of California at Berkeley,1946,,,,,Lancaster,Pennsylvania,Treasurer,Armstrong Cork Company,Manufacturing,W,M,1916,44,,,,,,,,1960,1961,,WALTER,E,HOADLEY,JR,,E
"LAMAR FLEMING, JR",11,Dallas,C Dep. Chair,,,,,,,,,,Houston,Texas,Chairman of the Board,"Anderson, Clayton & Co., Inc.",Agriculture & Food Processing,W,M,1892,68,,,,,,,,1960,1962,,LAMAR,,FLEMING,JR,,
HENRY G CHALKLEY,6,Atlanta,C Dep. Chair,,,,United States Naval Academy,1919,,,,,Lake Charles,Louisiana,President,Sweet Lake Land & Oil Company,Financial Services (non-banking),W,M,1898,62,,,,,,,,1960,1963,,HENRY,G,CHALKLEY,,,G
ROBERT P BRIGGS,7,Chicago,C Dep. Chair,,Master's,Business,University of Michigan,,,,,,Jackson,Michigan,Executive Vice President,Consumers Power Company,Utilities,W,M,1903,57,,,,,,,,1960,1960,,ROBERT,P,BRIGGS,,,P
OSCAR BERNARD JESNESS,9,Minneapolis,C Chair,,PhD,,University of Minnesota,1928,,,,,St. Paul,Minnesota,Head of Department of Agricultural Economics,University of Minnesota,Education,W,M,1889,71,,,,,,,,1960,1960,,OSCAR,BERNARD,JESNESS,,,B
EDWIN HYDE,5,Richmond,C Dep. Chair,,,,,,,,,,Richmond,Virginia,President,"Miller & Rhoads, Inc.",Wholesale & Retail Trade,W,M,1905,55,,,,,,,,1960,1962,,EDWIN,,HYDE,,,
WILLIAM WEBSTER,1,Boston,C,,Bachelor's,,United States Naval Academy,1920,,,,,Boston,Massachusetts,President,New England Electric System,"Energy, Mining, & Extraction",W,M,1901,60,,,,,,,,1961,1962,,WILLIAM,,WEBSTER,,,
A LEONARD MOTT,2,New York,A,3.0,Bachelor's,,Bentley University,,,,,,Moravia,New York,President,First National Bank of Moravia,Banking,W,M,1914,47,,,,,,,,1961,1963,,A,LEONARD,MOTT,,,L
ALBERT L NICKERSON,2,New York,B,3.0,JD,,Hofstra University,,,,,,New York,New York,Chairman of the Board,"Socony Mobil Oil Company, Inc.,","Energy, Mining, & Extraction",W,M,1911,50,,,,,,,,1961,1966,,ALBERT,L,NICKERSON,,,L
EVERETT NEEDHAM CASE,2,New York,C,,Bachelor's,,Princeton University,1922,PhD,Modern History,Cambridge University,,Hamilton,New York,President,Colgate University,Education,W,M,1900,61,,,,,,,,1961,1964,,EVERETT,NEEDHAM,CASE,,,N
J MILTON FEATHERER,3,Philadelphia,A,2.0,none,none,none,none,,,,,Penns Grove,New Jersey,Executive Vice President & Trust Officer,Penn's Grove National Bank and Trust Company,Banking,W,M,1899,62,,,,,,,,1961,1963,,J,MILTON,FEATHERER,,,M
LEONARD P POOL,3,Philadelphia,B,3.0,Bachelor's,,Allegheny College,,,,,,Allentown,Pennsylvania,President,"Air Products, Inc.",Engineering,W,M,1906,55,,,,,,,,1961,1966,,LEONARD,P,POOL,,,P
EDWIN J THOMAS,4,Cleveland,B,3.0,none,none,none,none,,,,,Akron,Ohio,Chairman of the Board & Chief Executive Officer,Goodyear Tire & Rubber Company,Manufacturing,W,M,1900,61,,,,,,,,1961,1966,,EDWIN,J,THOMAS,,,J
ADDISON H REESE,5,Richmond,A,1.0,,,,,,,,,Charlotte,North Carolina,President,North Carolina National Bank,Banking,W,M,1908,53,,,,,,,,1961,1963,,ADDISON,H,REESE,,,H
ROBERT EL JOHNSON,5,Richmond,B,1.0,Master's,Business Administration,Harvard University,1929,,,,,Washington,D.C.,Chairman of the Board,"Woodward & Lothrop, Inc.",Wholesale & Retail Trade,W,M,1906,55,,,,,,,,1961,1966,,ROBERT,EL,JOHNSON,,,E
GEORGE S CRAFT,6,Atlanta,A,1.0,Bachelor's,,Emory University,1931,,,,,Atlanta,Georgia,President,Trust Company of Georgia,Banking,W,M,1909,52,,,,,,,,1961,1966,,GEORGE,S,CRAFT,,,S
W MAXEY JARMAN,6,Atlanta,B,2.0,,,,,,,,,Nashville,Tennessee,Chairman,"Genesco, Inc.",Wholesale & Retail Trade,W,M,1906,55,,,,,,,,1961,1966,,W,MAXEY,JARMAN,,,M
DAVID M KENNEDY,7,Chicago,A,1.0,Master's,Banking,,,,,,,Chicago,Illinois,Chairman of the Board,Continental Illinois National Bank and Trust Company of Chicago,Banking,W,M,1905,56,,,,,,,,1961,1963,,DAVID,M,KENNEDY,,,M
JOHN W SHELDON,7,Chicago,C,,Bachelor's,,Dartmouth College,1932,,,,,Chicago,Illinois,President,Chas. A. Stevens & Co.,Wholesale & Retail Trade,W,M,1912,49,,,,,,,,1961,1965,,JOHN,W,SHELDON,,,W
EDGAR M QUEENY,8,St. Louis,B,1.0,Bachelor's,,Cornell University,,,,,,Evansville,Indiana,Executive Vice President,Mead Johnson & Company,Manufacturing,W,M,1898,63,,,,,,,,1961,1963,,EDGAR,M,QUEENY,,,M
ALEXANDER WARDEN,9,Minneapolis,B,3.0,Bachelor's,,Dartmouth College,1919,,,,,Great Falls,Montana,Publisher,Great Falls Tribune,Publishing,W,M,1896,65,,,,,,,,1961,1962,,ALEXANDER,,WARDEN,,,
JUDSON BEMIS,9,Minneapolis,C Dep. Chair,,,,,,,,,,Minneapolis,Minnesota,President,Bemis Bro. Bag Co.,Manufacturing,W,M,1900,61,,,,,,,,1961,1965,,JUDSON,,BEMIS,,,
HOMER A SCOTT,10,Kansas City,C Dep. Chair,,Bachelor's,Engineering,University of Nebraska,,,,,,Sheridan,Wyoming,Vice President & District Manager,Peter Kiewit Sons' Company,Real Estate & Construction,W,M,1904,57,,,,,,,,1961,1961,,HOMER,A,SCOTT,,,A
ROY RIDDEL,11,Dallas,A,1.0,,,,,,,,,Lubbock,Texas,President,First National Bank of  Lubbock,Banking,W,M,1887,74,,,,,,,,1961,1963,,ROY,,RIDDEL,,,
MORGAN J DAVIS,11,Dallas,C,,Bachelor's,Geology,University of Texas,1925,,,,,Houston,Texas,Chairman of the Board,Humble Oil & Refining Company,"Energy, Mining, & Extraction",W,M,1906,55,,,,,,,,1961,1962,,MORGAN,J,DAVIS,,,J
JOHN D FREDERICKS,12,San Francisco,C,,Bachelor's,Law,Washington and Jefferson College,,,,,,Los Angeles,California,President,Pacific Clay Products,Manufacturing,W,M,1901,60,,,,,,,,1961,1961,,JOHN,D,FREDERICKS,,,D
JAMES HAROLD HILTON,7,Chicago,C Dep. Chair,,Bachelor's,Animal Husbandry,Iowa State University,,,,,,Ames,Iowa,President,Iowa State University of Science and Technology,Education,W,M,1899,62,,,,,,,,1961,1965,,JAMES,HAROLD,HILTON,,,H
ATHERTON BEAN,9,Minneapolis,C Chair,,Master's,Business Administration,Harvard University,1932,,,,,Minneapolis,Minnesota,President,International Milling Company,Agriculture & Food Processing,W,M,1910,51,,,,,,,,1961,1965,,ATHERTON,,BEAN,,,
ROBERT O ANDERSON,11,Dallas,C Chair,,Bachelor's,Economics,University of Chicago,1939,,,,,Roswell,New Mexico,President,Hondo Oil & Gas Company,"Energy, Mining, & Extraction",W,M,1917,44,,,,,,,,1961,1965,,ROBERT,O,ANDERSON,,,O
ERWIN DAIN CANHAM,1,Boston,C Dep. Chair,,Bachelor's,,Bates College,1925,,,,,Boston,Massachusetts,Editor,Christian Science Monitor,Publishing,W,M,1904,57,,,,,,,,1961,1962,,ERWIN,DAIN,CANHAM,,,D
JAMES DECAMP WISE,2,New York,C Dep. Chair,,JD,Law,Columbia University,,,,,,New York,New York,Chairman of the Board,"Bigelow-Sanford Carpet Company, Inc.",Manufacturing,W,M,1899,62,,,,,,,,1961,1964,,JAMES,DECAMP,WISE,,,D
NILS YNGVE WESSELL,1,Boston,C Chair,,PhD,Psychology,University of Rochester,1938,,,,,Medford,Massachusetts,President,Tufts University,Education,W,M,1914,47,,,,,,,,1961,1962,,NILS,YNGVE,WESSELL,,,Y
ROBERT P BRIGGS,7,Chicago,C Chair,,,,,,,,,,Jackson,Michigan,Executive Vice President,Consumers Power Company,Utilities,W,M,1903,58,,,,,,,,1961,1963,,ROBERT,P,BRIGGS,,,P
WILLIS J WINN,3,Philadelphia,C,,Master's,Finance,University of Pennsylvania,,,,,,Philadelphia,Pennsylvania,Dean,Wharton School of Finance and Commerce of the University of Pennsylvania,Education,W,M,1917,45,"President, FRB Cleveland",,,,"President, FRB Cleveland",1971,1982,1962,1964,,WILLIS,J,WINN,,,J
JAMES R CARTER,1,Boston,B,2.0,,,,,,,,,Nashua,New Hampshire,President,Nashua Corporation,Manufacturing,W,M,1907,55,,,,,,,,1962,1970,,JAMES,R,CARTER,,,R
GEORGE CHAMPION,2,New York,A,1.0,Bachelor's,,Dartmouth College,1926,,,,,New York,New York,Chairman of the Board,Chase Manhattan Bank,Banking,W,M,1904,58,,,,,,,,1962,1964,,GEORGE,,CHAMPION,,,
EUGENE T GRAMLEY,3,Philadelphia,A,3.0,Bachelor's,Electrical Engineering,Penn State University,1920,,,,,Milton,Pennsylvania,President,Milton Bank and Safe Deposit Compan,Banking,W,M,1900,62,,,,,,,,1962,1964,,EUGENE,T,GRAMLEY,,,T
CN SUTTON,4,Cleveland,A,2.0,,,,,,,,,Mansfield,Ohio,President,Richland Trust Company,Banking,W,M,1902,60,,,,,,,,1962,1964,,CN,,SUTTON,,,
DAVID A MEEKER,4,Cleveland,B,2.0,Bachelor's,Engineering,Massachusetts Institute of Technology,1924,,,,,Troy,Ohio,President,Hobart Manufacturing Company,Manufacturing,W,M,1901,61,,,,,,,,1962,1967,,DAVID,A,MEEKER,,,A
"J MCKENNY WILLIS, JR",5,Richmond,A,2.0,,,,,,,,,Easton,Maryland,Director,Maryland National Bank,Banking,W,M,1904,58,,,,,,,,1962,1964,,J,MCKENNY,WILLIS,JR,,M
ROBERT RICHARDSON COKER,5,Richmond,B,3.0,Bachelor's,,University of South Carolina,1928,,,,,Hartsville,South Carolina,President,Coker's Pedigreed Seed Company,Agriculture & Food Processing,W,M,1905,57,,,,,,,,1962,1967,,ROBERT,RICHARDSON,COKER,,,R
"DAVID C WADSWORTH, SR",6,Atlanta,A,2.0,,,,,,,,,Gadsden,Alabama,President,American National Bank of Gadsden,Banking,W,M,1902,60,,,,,,,,1962,1967,,DAVID,C,WADSWORTH,SR,,C
"JAMES H CROW, JR",6,Atlanta,B,3.0,,,,,,,,,Decatur,Alabama,Vice President,Chemstrand Corporation,Manufacturing,W,M,1903,59,,,,,,,,1962,1967,,JAMES,H,CROW,JR,,H
JACK TARVER,6,Atlanta,C Chair,,Bachelor's,Journalism,Mercer University,1938,,,,,Atlanta,Georgia,President,Atlanta Newspaper,Publishing,W,M,1917,45,,,,,,,,1962,1967,,JACK,,TARVER,,,
WILLIAM E RUTZ,7,Chicago,B,1.0,,,,,,,,,Fond Du Lac,Wisconsin,Director,Giddings & Lewis Machine Tool Company,Manufacturing,W,M,1896,66,,,,,,,,1962,1967,,WILLIAM,E,RUTZ,,,E
RAYMOND REBSAMEN,8,St. Louis,B,2.0,Bachelor's,,University of Arkansas,,,,,,Little Rock,Arkansas,Chairman of the Board,"Rebsamen & East, Inc.",Insurance,W,M,1898,64,,,,,,,,1962,1962,,RAYMOND,,REBSAMEN,,,
ROLLIN O BISHOP,9,Minneapolis,A,1.0,,,,,,,,,St. Paul,Minnesota,Chairman of the Board,American National Bank of St. Paul,Banking,W,M,1894,68,,,,,,,,1962,1964,,ROLLIN,O,BISHOP,,,O
DOLPH SIMONS,10,Kansas City,C,,Bachelor's,,University of Kansas,1925,,,,,Lawrence,Kansas,President & Editor,Lawrence Daily Journal-World,Publishing,W,M,1905,57,,,,,,,,1962,1962,,DOLPH,,SIMONS,,,
CHARLES F FRANKLAND,12,San Francisco,A,1.0,Bachelor's,,University of Washington,1922,,,,,Seattle,Washington,President,Pacific National Bank of Seattle,Banking,W,M,1901,61,,,,,,,,1962,1970,,CHARLES,F,FRANKLAND,,,F
FREDERIC S HIRSCHLER,12,San Francisco,C,,Bachelor's,,University of California at Berkeley,,,,,,San Francisco,California,President,Emporium Capwell Company,Wholesale & Retail Trade,W,M,1902,60,,,,,,,,1962,1965,,FREDERIC,S,HIRSCHLER,,,S
HOMER A SCOTT,10,Kansas City,C Chair,,Bachelor's,Engineering,University of Nebraska,,,,,,Sheridan,Wyoming,Vice President & District Manager,Peter Kiewit Sons' Company,Real Estate & Construction,W,M,1904,58,,,,,,,,1962,1966,,HOMER,A,SCOTT,,,A
JOHN D FREDERICKS,12,San Francisco,C Dep. Chair,,Bachelor's,Law,Washington and Jefferson College,,,,,,Los Angeles,California,President,Pacific Clay Products,Manufacturing,W,M,1901,61,,,,,,,,1962,1966,,JOHN,D,FREDERICKS,,,D
DAVID C BEVAN,3,Philadelphia,C Dep. Chair,,Master's,Business Administration,Harvard University,1931,,,,,Philadelphia,Pennsylvania,Vice President of Finance,Pennsylvania Railroad Company,Transportation,W,M,1907,55,,,,,,,,1962,1964,,DAVID,C,BEVAN,,,C
"WALTER E HOADLEY, JR",3,Philadelphia,C Chair,,PhD,Labor and Economics,University of California at Berkeley,1946,,,,,Lancaster,Pennsylvania,Treasurer,Armstrong Cork Company,Manufacturing,W,M,1916,46,,,,,,,,1962,1965,,WALTER,E,HOADLEY,JR,,E
JOSEPH B HALL,4,Cleveland,C Chair,,Bachelor's,,University of Chicago,1921,,,,,Cincinnati,Ohio,President,Kroger Company,wholesale & Retail Trade,W,M,1900,62,,,,,,,,1962,1967,,JOSEPH,B,HALL,,,B
OLIVER S WILLHAM,10,Kansas City,C Dep. Chair,,PhD,Animal Breeding,Iowa State University,1935,,,,,Stillwater,Oklahoma,President,Oklahoma A&M College,Education,W,M,1901,61,,,,,,,,1962,1962,,OLIVER,S,WILLHAM,,,S
"HUGH D GALUSHA, JR",9,Minneapolis,B,3.0,Bachelor's,,University of Pennsylvania,,,,,,Helena,Montana,Lawyer & Certified Public Accountant,"Galusha, Higgins & Galusha",Accounting,W,M,1919,44,"President, FRB Minneapolis",,,,"President, FRB Minneapolis",1965,1971,1963,1964,,HUGH,D,GALUSHA,JR,,D
OSTROM ENDERS,1,Boston,A,1.0,,,,,,,,,Hartford,Connecticut,Chairman,Hartford National Bank and Trust Company,Banking,W,M,1902,61,,,,,,,,1963,1965,,OSTROM,,ENDERS,,,
JOHN R NEWELL,1,Boston,B,1.0,Bachelor's,,Massachusetts Institute of Technology,1935,,,,,Bath,Maine,President,Bath Iron Works Corp.,Manufacturing,W,M,1912,51,,,,,,,,1963,1965,,JOHN,R,NEWELL,,,R
JOHN T FEY,1,Boston,C,,PhD,Juridical Science,Yale University,1952,,,,,Burlington,Vermont,President,University of Vermont,Education,W,M,1917,46,,,,,,,,1963,1963,,JOHN,T,FEY,,,T
RALPH H RUE,2,New York,A,2.0,Bachelor's,,Union College,1923,,,,,Schenectady,New York,Chairman,Schenectady Trust Company,Banking,W,M,1903,60,,,,,,,,1963,1965,,RALPH,H,RUE,,,H
BENJAMIN F SAWIN,3,Philadelphia,A,1.0,,,,,,,,,Philadelphia,Pennsylvania,Vice Chairman of Board & Chairman of Executive Committee,Provident Tradesmens Bank and Trust Company,Banking,W,M,,,,,,,,,,1963,1965,,BENJAMIN,F,SAWIN,,,F
RALPH K GOTTSHALL,3,Philadelphia,B,2.0,Bachelor's,Chemistry,Lafayette College,,,,,,Wilmington,Delaware,Chairman of the Board & President,"Atlas Chemical Industries, Inc.",Engineering,W,M,1912,51,,,,,,,,1963,1966,,RALPH,K,GOTTSHALL,,,K
